skenario,run_id,langkah,n_susceptible,n_infected,n_patched,n_recovered,rata_vulnerability,rata_user_awareness
Baseline (Tanpa Intervensi),28,102,38,2,0,10,0.0639,0.2439
Baseline (Tanpa Intervensi),28,103,38,2,0,10,0.0639,0.2439
Baseline (Tanpa Intervensi),28,104,38,2,0,10,0.0639,0.2439
Baseline (Tanpa Intervensi),28,105,38,2,0,10,0.0639,0.2439
Baseline (Tanpa Intervensi),28,106,38,2,0,10,0.0639,0.2439
Baseline (Tanpa Intervensi),28,107,38,1,0,11,0.0623,0.2439
Baseline (Tanpa Intervensi),28,108,38,1,0,11,0.0624,0.2439
Baseline (Tanpa Intervensi),28,109,38,1,0,11,0.0625,0.2439
Baseline (Tanpa Intervensi),28,110,38,1,0,11,0.0626,0.2439
Baseline (Tanpa Intervensi),28,111,38,1,0,11,0.0627,0.2439
Baseline (Tanpa Intervensi),28,112,38,1,0,11,0.0628,0.2439
Baseline (Tanpa Intervensi),28,113,38,1,0,11,0.0629,0.2439
Baseline (Tanpa Intervensi),28,114,38,0,0,12,0.0619,0.2439
Baseline (Tanpa Intervensi),28,115,38,0,0,12,0.0622,0.2439
Baseline (Tanpa Intervensi),28,116,38,0,0,12,0.0624,0.2439
Baseline (Tanpa Intervensi),28,117,38,0,0,12,0.0626,0.2439
Baseline (Tanpa Intervensi),28,118,38,0,0,12,0.0628,0.2439
Baseline (Tanpa Intervensi),28,119,38,0,0,12,0.0629,0.2439
Baseline (Tanpa Intervensi),28,120,38,0,0,12,0.063,0.2439
Baseline (Tanpa Intervensi),28,121,38,0,0,12,0.0631,0.2439
Baseline (Tanpa Intervensi),28,122,38,0,0,12,0.0632,0.2439
Baseline (Tanpa Intervensi),28,123,38,0,0,12,0.0633,0.2439
Baseline (Tanpa Intervensi),28,124,38,0,0,12,0.0633,0.2439
Baseline (Tanpa Intervensi),28,125,38,0,0,12,0.0634,0.2439
Baseline (Tanpa Intervensi),28,126,38,0,0,12,0.0634,0.2439
Baseline (Tanpa Intervensi),28,127,38,0,0,12,0.0635,0.2439
Baseline (Tanpa Intervensi),28,128,38,0,0,12,0.0635,0.2439
Baseline (Tanpa Intervensi),28,129,38,0,0,12,0.0636,0.2439
Baseline (Tanpa Intervensi),28,130,38,0,0,12,0.0636,0.2439
Baseline (Tanpa Intervensi),28,131,38,0,0,12,0.0636,0.2439
Baseline (Tanpa Intervensi),28,132,38,0,0,12,0.0636,0.2439
Baseline (Tanpa Intervensi),28,133,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,134,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,135,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,136,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,137,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,138,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,139,38,0,0,12,0.0637,0.2439
Baseline (Tanpa Intervensi),28,140,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,141,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,142,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,143,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,144,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,145,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,146,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,147,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,148,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,149,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,150,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,151,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,152,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,153,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,154,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,155,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,156,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,157,38,0,0,12,0.0638,0.2439
Baseline (Tanpa Intervensi),28,158,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,159,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,160,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,161,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,162,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,163,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,164,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,165,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,166,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,167,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,168,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,169,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,170,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,171,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,172,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,173,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,174,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,175,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,176,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,177,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,178,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,179,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,180,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,181,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,182,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,183,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,184,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,185,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,186,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,187,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,188,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,189,38,0,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,190,37,1,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,191,37,1,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,192,37,1,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,193,37,1,0,12,0.0639,0.2439
Baseline (Tanpa Intervensi),28,194,37,0,0,13,0.0623,0.2439
Baseline (Tanpa Intervensi),28,195,37,0,0,13,0.0625,0.2439
Baseline (Tanpa Intervensi),28,196,37,0,0,13,0.0626,0.2439
Baseline (Tanpa Intervensi),28,197,37,0,0,13,0.0627,0.2439
Baseline (Tanpa Intervensi),28,198,37,0,0,13,0.0629,0.2439
Baseline (Tanpa Intervensi),28,199,37,0,0,13,0.063,0.2439
Baseline (Tanpa Intervensi),28,200,37,0,0,13,0.0631,0.2439
Baseline (Tanpa Intervensi),29,1,45,5,0,0,0.6249,0.2599
Baseline (Tanpa Intervensi),29,2,45,4,0,1,0.5172,0.2599
Baseline (Tanpa Intervensi),29,3,43,6,0,1,0.4329,0.2599
Baseline (Tanpa Intervensi),29,4,43,5,0,2,0.3638,0.2599
Baseline (Tanpa Intervensi),29,5,43,5,0,2,0.3096,0.2599
Baseline (Tanpa Intervensi),29,6,43,5,0,2,0.2659,0.2599
Baseline (Tanpa Intervensi),29,7,43,5,0,2,0.2305,0.2599
Baseline (Tanpa Intervensi),29,8,43,4,0,3,0.2002,0.2599
Baseline (Tanpa Intervensi),29,9,43,4,0,3,0.1771,0.2599
Baseline (Tanpa Intervensi),29,10,43,4,0,3,0.1582,0.2599
Baseline (Tanpa Intervensi),29,11,42,4,0,4,0.1411,0.2599
Baseline (Tanpa Intervensi),29,12,42,4,0,4,0.1286,0.2599
Baseline (Tanpa Intervensi),29,13,41,5,0,4,0.1182,0.2599
Baseline (Tanpa Intervensi),29,14,41,5,0,4,0.1096,0.2599
Baseline (Tanpa Intervensi),29,15,41,5,0,4,0.1024,0.2599
Baseline (Tanpa Intervensi),29,16,41,5,0,4,0.0963,0.2599
Baseline (Tanpa Intervensi),29,17,41,5,0,4,0.0912,0.2599
Baseline (Tanpa Intervensi),29,18,41,5,0,4,0.087,0.2599
Baseline (Tanpa Intervensi),29,19,41,5,0,4,0.0833,0.2599
Baseline (Tanpa Intervensi),29,20,41,5,0,4,0.0802,0.2599
Baseline (Tanpa Intervensi),29,21,41,5,0,4,0.0776,0.2599
Baseline (Tanpa Intervensi),29,22,41,5,0,4,0.0753,0.2599
Baseline (Tanpa Intervensi),29,23,41,5,0,4,0.0734,0.2599
Baseline (Tanpa Intervensi),29,24,41,5,0,4,0.0717,0.2599
Baseline (Tanpa Intervensi),29,25,41,4,0,5,0.0692,0.2599
Baseline (Tanpa Intervensi),29,26,40,5,0,5,0.0681,0.2599
Baseline (Tanpa Intervensi),29,27,40,5,0,5,0.0672,0.2599
Baseline (Tanpa Intervensi),29,28,40,5,0,5,0.0664,0.2599
Baseline (Tanpa Intervensi),29,29,40,4,0,6,0.0641,0.2599
Baseline (Tanpa Intervensi),29,30,40,3,0,7,0.0625,0.2599
Baseline (Tanpa Intervensi),29,31,40,3,0,7,0.0623,0.2599
Baseline (Tanpa Intervensi),29,32,40,3,0,7,0.0621,0.2599
Baseline (Tanpa Intervensi),29,33,40,3,0,7,0.0619,0.2599
Baseline (Tanpa Intervensi),29,34,40,3,0,7,0.0617,0.2599
Baseline (Tanpa Intervensi),29,35,40,3,0,7,0.0615,0.2599
Baseline (Tanpa Intervensi),29,36,40,3,0,7,0.0613,0.2599
Baseline (Tanpa Intervensi),29,37,40,3,0,7,0.0612,0.2599
Baseline (Tanpa Intervensi),29,38,40,3,0,7,0.0611,0.2599
Baseline (Tanpa Intervensi),29,39,40,3,0,7,0.0609,0.2599
Baseline (Tanpa Intervensi),29,40,40,2,0,8,0.06,0.2599
Baseline (Tanpa Intervensi),29,41,40,2,0,8,0.0601,0.2599
Baseline (Tanpa Intervensi),29,42,40,2,0,8,0.0601,0.2599
Baseline (Tanpa Intervensi),29,43,40,2,0,8,0.0602,0.2599
Baseline (Tanpa Intervensi),29,44,40,2,0,8,0.0602,0.2599
Baseline (Tanpa Intervensi),29,45,40,2,0,8,0.0602,0.2599
Baseline (Tanpa Intervensi),29,46,39,2,0,9,0.0594,0.2599
Baseline (Tanpa Intervensi),29,47,39,2,0,9,0.0596,0.2599
Baseline (Tanpa Intervensi),29,48,39,2,0,9,0.0597,0.2599
Baseline (Tanpa Intervensi),29,49,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,50,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,51,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,52,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,53,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,54,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,55,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,56,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,57,39,2,0,9,0.0599,0.2599
Baseline (Tanpa Intervensi),29,58,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,59,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,60,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,61,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,62,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,63,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,64,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,65,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,66,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,67,39,2,0,9,0.0598,0.2599
Baseline (Tanpa Intervensi),29,68,39,2,0,9,0.0597,0.2599
Baseline (Tanpa Intervensi),29,69,39,1,0,10,0.0581,0.2599
Baseline (Tanpa Intervensi),29,70,39,1,0,10,0.0583,0.2599
Baseline (Tanpa Intervensi),29,71,39,1,0,10,0.0584,0.2599
Baseline (Tanpa Intervensi),29,72,39,1,0,10,0.0585,0.2599
Baseline (Tanpa Intervensi),29,73,39,1,0,10,0.0586,0.2599
Baseline (Tanpa Intervensi),29,74,39,1,0,10,0.0587,0.2599
Baseline (Tanpa Intervensi),29,75,39,1,0,10,0.0588,0.2599
Baseline (Tanpa Intervensi),29,76,39,0,0,11,0.058,0.2599
Baseline (Tanpa Intervensi),29,77,39,0,0,11,0.0583,0.2599
Baseline (Tanpa Intervensi),29,78,39,0,0,11,0.0585,0.2599
Baseline (Tanpa Intervensi),29,79,39,0,0,11,0.0587,0.2599
Baseline (Tanpa Intervensi),29,80,39,0,0,11,0.0588,0.2599
Baseline (Tanpa Intervensi),29,81,39,0,0,11,0.059,0.2599
Baseline (Tanpa Intervensi),29,82,39,0,0,11,0.0591,0.2599
Baseline (Tanpa Intervensi),29,83,39,0,0,11,0.0591,0.2599
Baseline (Tanpa Intervensi),29,84,39,0,0,11,0.0592,0.2599
Baseline (Tanpa Intervensi),29,85,39,0,0,11,0.0592,0.2599
Baseline (Tanpa Intervensi),29,86,39,0,0,11,0.0593,0.2599
Baseline (Tanpa Intervensi),29,87,39,0,0,11,0.0593,0.2599
Baseline (Tanpa Intervensi),29,88,39,0,0,11,0.0594,0.2599
Baseline (Tanpa Intervensi),29,89,39,0,0,11,0.0594,0.2599
Baseline (Tanpa Intervensi),29,90,38,1,0,11,0.0594,0.2599
Baseline (Tanpa Intervensi),29,91,38,1,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,92,38,1,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,93,38,1,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,94,38,1,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,95,37,2,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,96,37,2,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,97,37,2,0,11,0.0595,0.2599
Baseline (Tanpa Intervensi),29,98,37,2,0,11,0.0596,0.2599
Baseline (Tanpa Intervensi),29,99,37,2,0,11,0.0596,0.2599
Baseline (Tanpa Intervensi),29,100,37,2,0,11,0.0596,0.2599
Baseline (Tanpa Intervensi),29,101,37,2,0,11,0.0596,0.2599
Baseline (Tanpa Intervensi),29,102,37,2,0,11,0.0596,0.2599
Baseline (Tanpa Intervensi),29,103,37,1,0,12,0.0584,0.2599
Baseline (Tanpa Intervensi),29,104,37,1,0,12,0.0586,0.2599
Baseline (Tanpa Intervensi),29,105,37,1,0,12,0.0588,0.2599
Baseline (Tanpa Intervensi),29,106,37,1,0,12,0.0589,0.2599
Baseline (Tanpa Intervensi),29,107,37,1,0,12,0.0591,0.2599
Baseline (Tanpa Intervensi),29,108,37,1,0,12,0.0592,0.2599
Baseline (Tanpa Intervensi),29,109,37,1,0,12,0.0592,0.2599
Baseline (Tanpa Intervensi),29,110,37,1,0,12,0.0593,0.2599
Baseline (Tanpa Intervensi),29,111,37,1,0,12,0.0594,0.2599
Baseline (Tanpa Intervensi),29,112,37,1,0,12,0.0594,0.2599
Baseline (Tanpa Intervensi),29,113,37,1,0,12,0.0595,0.2599
Baseline (Tanpa Intervensi),29,114,37,1,0,12,0.0595,0.2599
Baseline (Tanpa Intervensi),29,115,37,1,0,12,0.0595,0.2599
Baseline (Tanpa Intervensi),29,116,37,1,0,12,0.0595,0.2599
Baseline (Tanpa Intervensi),29,117,37,1,0,12,0.0596,0.2599
Baseline (Tanpa Intervensi),29,118,37,1,0,12,0.0596,0.2599
Baseline (Tanpa Intervensi),29,119,37,1,0,12,0.0596,0.2599
Baseline (Tanpa Intervensi),29,120,37,1,0,12,0.0596,0.2599
Baseline (Tanpa Intervensi),29,121,37,1,0,12,0.0596,0.2599
Baseline (Tanpa Intervensi),29,122,37,0,0,13,0.0587,0.2599
Baseline (Tanpa Intervensi),29,123,37,0,0,13,0.0589,0.2599
Baseline (Tanpa Intervensi),29,124,37,0,0,13,0.0591,0.2599
Baseline (Tanpa Intervensi),29,125,37,0,0,13,0.0592,0.2599
Baseline (Tanpa Intervensi),29,126,37,0,0,13,0.0593,0.2599
Baseline (Tanpa Intervensi),29,127,37,0,0,13,0.0594,0.2599
Baseline (Tanpa Intervensi),29,128,37,0,0,13,0.0594,0.2599
Baseline (Tanpa Intervensi),29,129,37,0,0,13,0.0595,0.2599
Baseline (Tanpa Intervensi),29,130,37,0,0,13,0.0595,0.2599
Baseline (Tanpa Intervensi),29,131,37,0,0,13,0.0595,0.2599
Baseline (Tanpa Intervensi),29,132,37,0,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,133,37,0,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,134,37,0,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,135,37,0,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,136,37,0,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,137,36,1,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,138,36,1,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,139,36,1,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,140,36,1,0,13,0.0596,0.2599
Baseline (Tanpa Intervensi),29,141,36,1,0,13,0.0597,0.2599
Baseline (Tanpa Intervensi),29,142,36,1,0,13,0.0597,0.2599
Baseline (Tanpa Intervensi),29,143,36,0,0,14,0.0581,0.2599
Baseline (Tanpa Intervensi),29,144,36,0,0,14,0.0582,0.2599
Baseline (Tanpa Intervensi),29,145,36,0,0,14,0.0584,0.2599
Baseline (Tanpa Intervensi),29,146,36,0,0,14,0.0585,0.2599
Baseline (Tanpa Intervensi),29,147,36,0,0,14,0.0587,0.2599
Baseline (Tanpa Intervensi),29,148,36,0,0,14,0.0588,0.2599
Baseline (Tanpa Intervensi),29,149,36,0,0,14,0.0589,0.2599
Baseline (Tanpa Intervensi),29,150,36,0,0,14,0.059,0.2599
Baseline (Tanpa Intervensi),29,151,36,0,0,14,0.0591,0.2599
Baseline (Tanpa Intervensi),29,152,36,0,0,14,0.0591,0.2599
Baseline (Tanpa Intervensi),29,153,36,0,0,14,0.0592,0.2599
Baseline (Tanpa Intervensi),29,154,36,0,0,14,0.0592,0.2599
Baseline (Tanpa Intervensi),29,155,36,0,0,14,0.0593,0.2599
Baseline (Tanpa Intervensi),29,156,36,0,0,14,0.0593,0.2599
Baseline (Tanpa Intervensi),29,157,36,0,0,14,0.0594,0.2599
Baseline (Tanpa Intervensi),29,158,36,0,0,14,0.0594,0.2599
Baseline (Tanpa Intervensi),29,159,36,0,0,14,0.0594,0.2599
Baseline (Tanpa Intervensi),29,160,36,0,0,14,0.0595,0.2599
Baseline (Tanpa Intervensi),29,161,36,0,0,14,0.0595,0.2599
Baseline (Tanpa Intervensi),29,162,36,0,0,14,0.0595,0.2599
Baseline (Tanpa Intervensi),29,163,36,0,0,14,0.0595,0.2599
Baseline (Tanpa Intervensi),29,164,36,0,0,14,0.0595,0.2599
Baseline (Tanpa Intervensi),29,165,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,166,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,167,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,168,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,169,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,170,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,171,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,172,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,173,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,174,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,175,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,176,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,177,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,178,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,179,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,180,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,181,36,0,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,182,35,1,0,14,0.0596,0.2599
Baseline (Tanpa Intervensi),29,183,35,1,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,184,35,1,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,185,35,1,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,186,35,1,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,187,35,1,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,188,35,1,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,189,34,2,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,190,34,2,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,191,34,2,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,192,34,2,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,193,33,3,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,194,33,3,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,195,33,3,0,14,0.0597,0.2599
Baseline (Tanpa Intervensi),29,196,33,2,0,15,0.0581,0.2599
Baseline (Tanpa Intervensi),29,197,33,1,0,16,0.0572,0.2599
Baseline (Tanpa Intervensi),29,198,33,1,0,16,0.0576,0.2599
Baseline (Tanpa Intervensi),29,199,33,1,0,16,0.0579,0.2599
Baseline (Tanpa Intervensi),29,200,33,1,0,16,0.0582,0.2599
Baseline (Tanpa Intervensi),30,1,45,5,0,0,0.6108,0.257
Baseline (Tanpa Intervensi),30,2,45,4,0,1,0.5114,0.257
Baseline (Tanpa Intervensi),30,3,44,5,0,1,0.4328,0.257
Baseline (Tanpa Intervensi),30,4,44,5,0,1,0.369,0.257
Baseline (Tanpa Intervensi),30,5,44,5,0,1,0.3171,0.257
Baseline (Tanpa Intervensi),30,6,44,5,0,1,0.2746,0.257
Baseline (Tanpa Intervensi),30,7,44,5,0,1,0.2398,0.257
Baseline (Tanpa Intervensi),30,8,44,5,0,1,0.2112,0.257
Baseline (Tanpa Intervensi),30,9,44,5,0,1,0.1876,0.257
Baseline (Tanpa Intervensi),30,10,43,6,0,1,0.1681,0.257
Baseline (Tanpa Intervensi),30,11,43,5,0,2,0.1502,0.257
Baseline (Tanpa Intervensi),30,12,43,4,0,3,0.1353,0.257
Baseline (Tanpa Intervensi),30,13,43,4,0,3,0.1244,0.257
Baseline (Tanpa Intervensi),30,14,43,4,0,3,0.1152,0.257
Baseline (Tanpa Intervensi),30,15,43,4,0,3,0.1075,0.257
Baseline (Tanpa Intervensi),30,16,43,3,0,4,0.1003,0.257
Baseline (Tanpa Intervensi),30,17,43,3,0,4,0.0951,0.257
Baseline (Tanpa Intervensi),30,18,42,4,0,4,0.0906,0.257
Baseline (Tanpa Intervensi),30,19,42,3,0,5,0.0852,0.257
Baseline (Tanpa Intervensi),30,20,42,2,0,6,0.0811,0.257
Baseline (Tanpa Intervensi),30,21,42,2,0,6,0.0787,0.257
Baseline (Tanpa Intervensi),30,22,42,1,0,7,0.0757,0.257
Baseline (Tanpa Intervensi),30,23,41,2,0,7,0.0742,0.257
Baseline (Tanpa Intervensi),30,24,41,2,0,7,0.0728,0.257
Baseline (Tanpa Intervensi),30,25,41,1,0,8,0.07,0.257
Baseline (Tanpa Intervensi),30,26,41,1,0,8,0.0691,0.257
Baseline (Tanpa Intervensi),30,27,41,1,0,8,0.0684,0.257
Baseline (Tanpa Intervensi),30,28,41,1,0,8,0.0677,0.257
Baseline (Tanpa Intervensi),30,29,41,1,0,8,0.0671,0.257
Baseline (Tanpa Intervensi),30,30,41,1,0,8,0.0665,0.257
Baseline (Tanpa Intervensi),30,31,41,1,0,8,0.0661,0.257
Baseline (Tanpa Intervensi),30,32,41,1,0,8,0.0656,0.257
Baseline (Tanpa Intervensi),30,33,41,1,0,8,0.0653,0.257
Baseline (Tanpa Intervensi),30,34,41,1,0,8,0.065,0.257
Baseline (Tanpa Intervensi),30,35,41,1,0,8,0.0647,0.257
Baseline (Tanpa Intervensi),30,36,41,1,0,8,0.0644,0.257
Baseline (Tanpa Intervensi),30,37,41,1,0,8,0.0642,0.257
Baseline (Tanpa Intervensi),30,38,41,1,0,8,0.064,0.257
Baseline (Tanpa Intervensi),30,39,41,1,0,8,0.0638,0.257
Baseline (Tanpa Intervensi),30,40,41,1,0,8,0.0637,0.257
Baseline (Tanpa Intervensi),30,41,41,1,0,8,0.0636,0.257
Baseline (Tanpa Intervensi),30,42,41,1,0,8,0.0634,0.257
Baseline (Tanpa Intervensi),30,43,41,1,0,8,0.0633,0.257
Baseline (Tanpa Intervensi),30,44,41,1,0,8,0.0632,0.257
Baseline (Tanpa Intervensi),30,45,41,1,0,8,0.0632,0.257
Baseline (Tanpa Intervensi),30,46,41,1,0,8,0.0631,0.257
Baseline (Tanpa Intervensi),30,47,41,1,0,8,0.063,0.257
Baseline (Tanpa Intervensi),30,48,41,1,0,8,0.063,0.257
Baseline (Tanpa Intervensi),30,49,41,1,0,8,0.0629,0.257
Baseline (Tanpa Intervensi),30,50,41,1,0,8,0.0629,0.257
Baseline (Tanpa Intervensi),30,51,41,1,0,8,0.0628,0.257
Baseline (Tanpa Intervensi),30,52,41,1,0,8,0.0628,0.257
Baseline (Tanpa Intervensi),30,53,41,1,0,8,0.0627,0.257
Baseline (Tanpa Intervensi),30,54,41,1,0,8,0.0627,0.257
Baseline (Tanpa Intervensi),30,55,41,1,0,8,0.0627,0.257
Baseline (Tanpa Intervensi),30,56,41,1,0,8,0.0627,0.257
Baseline (Tanpa Intervensi),30,57,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,58,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,59,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,60,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,61,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,62,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,63,41,1,0,8,0.0626,0.257
Baseline (Tanpa Intervensi),30,64,41,1,0,8,0.0625,0.257
Baseline (Tanpa Intervensi),30,65,41,1,0,8,0.0625,0.257
Baseline (Tanpa Intervensi),30,66,41,1,0,8,0.0625,0.257
Baseline (Tanpa Intervensi),30,67,40,2,0,8,0.0625,0.257
Baseline (Tanpa Intervensi),30,68,40,2,0,8,0.0625,0.257
Baseline (Tanpa Intervensi),30,69,40,1,0,9,0.0616,0.257
Baseline (Tanpa Intervensi),30,70,40,1,0,9,0.0618,0.257
