skenario,run_id,langkah,n_susceptible,n_infected,n_patched,n_recovered,rata_vulnerability,rata_user_awareness
Baseline (Tanpa Intervensi),30,71,40,1,0,9,0.062,0.257
Baseline (Tanpa Intervensi),30,72,40,1,0,9,0.0621,0.257
Baseline (Tanpa Intervensi),30,73,40,0,0,10,0.0612,0.257
Baseline (Tanpa Intervensi),30,74,40,0,0,10,0.0615,0.257
Baseline (Tanpa Intervensi),30,75,40,0,0,10,0.0617,0.257
Baseline (Tanpa Intervensi),30,76,40,0,0,10,0.0618,0.257
Baseline (Tanpa Intervensi),30,77,40,0,0,10,0.062,0.257
Baseline (Tanpa Intervensi),30,78,40,0,0,10,0.0621,0.257
Baseline (Tanpa Intervensi),30,79,40,0,0,10,0.0622,0.257
Baseline (Tanpa Intervensi),30,80,40,0,0,10,0.0622,0.257
Baseline (Tanpa Intervensi),30,81,40,0,0,10,0.0623,0.257
Baseline (Tanpa Intervensi),30,82,40,0,0,10,0.0623,0.257
Baseline (Tanpa Intervensi),30,83,40,0,0,10,0.0623,0.257
Baseline (Tanpa Intervensi),30,84,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,85,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,86,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,87,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,88,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,89,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,90,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,91,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,92,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,93,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,94,40,0,0,10,0.0624,0.257
Baseline (Tanpa Intervensi),30,95,40,0,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,96,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,97,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,98,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,99,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,100,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,101,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,102,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,103,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,104,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,105,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,106,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,107,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,108,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,109,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,110,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,111,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,112,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,113,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,114,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,115,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,116,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,117,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,118,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,119,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,120,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,121,39,1,0,10,0.0625,0.257
Baseline (Tanpa Intervensi),30,122,39,0,0,11,0.0614,0.257
Baseline (Tanpa Intervensi),30,123,39,0,0,11,0.0616,0.257
Baseline (Tanpa Intervensi),30,124,39,0,0,11,0.0617,0.257
Baseline (Tanpa Intervensi),30,125,39,0,0,11,0.0619,0.257
Baseline (Tanpa Intervensi),30,126,39,0,0,11,0.062,0.257
Baseline (Tanpa Intervensi),30,127,39,0,0,11,0.0621,0.257
Baseline (Tanpa Intervensi),30,128,39,0,0,11,0.0621,0.257
Baseline (Tanpa Intervensi),30,129,39,0,0,11,0.0622,0.257
Baseline (Tanpa Intervensi),30,130,39,0,0,11,0.0622,0.257
Baseline (Tanpa Intervensi),30,131,39,0,0,11,0.0623,0.257
Baseline (Tanpa Intervensi),30,132,39,0,0,11,0.0623,0.257
Baseline (Tanpa Intervensi),30,133,39,0,0,11,0.0623,0.257
Baseline (Tanpa Intervensi),30,134,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,135,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,136,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,137,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,138,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,139,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,140,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,141,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,142,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,143,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,144,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,145,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,146,39,0,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,147,38,1,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,148,38,1,0,11,0.0624,0.257
Baseline (Tanpa Intervensi),30,149,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,150,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,151,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,152,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,153,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,154,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,155,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,156,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,157,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,158,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,159,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,160,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,161,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,162,38,1,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,163,37,2,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,164,37,2,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,165,37,2,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,166,37,2,0,11,0.0625,0.257
Baseline (Tanpa Intervensi),30,167,37,1,0,12,0.0612,0.257
Baseline (Tanpa Intervensi),30,168,37,1,0,12,0.0614,0.257
Baseline (Tanpa Intervensi),30,169,37,1,0,12,0.0615,0.257
Baseline (Tanpa Intervensi),30,170,37,1,0,12,0.0617,0.257
Baseline (Tanpa Intervensi),30,171,37,1,0,12,0.0618,0.257
Baseline (Tanpa Intervensi),30,172,37,1,0,12,0.0619,0.257
Baseline (Tanpa Intervensi),30,173,37,1,0,12,0.062,0.257
Baseline (Tanpa Intervensi),30,174,37,1,0,12,0.0621,0.257
Baseline (Tanpa Intervensi),30,175,37,1,0,12,0.0621,0.257
Baseline (Tanpa Intervensi),30,176,37,1,0,12,0.0622,0.257
Baseline (Tanpa Intervensi),30,177,37,1,0,12,0.0622,0.257
Baseline (Tanpa Intervensi),30,178,37,1,0,12,0.0623,0.257
Baseline (Tanpa Intervensi),30,179,37,1,0,12,0.0623,0.257
Baseline (Tanpa Intervensi),30,180,37,1,0,12,0.0623,0.257
Baseline (Tanpa Intervensi),30,181,37,1,0,12,0.0623,0.257
Baseline (Tanpa Intervensi),30,182,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,183,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,184,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,185,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,186,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,187,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,188,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,189,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,190,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,191,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,192,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,193,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,194,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,195,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,196,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,197,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,198,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,199,37,1,0,12,0.0624,0.257
Baseline (Tanpa Intervensi),30,200,37,1,0,12,0.0624,0.257
Patch Management Only,1,1,45,5,0,0,0.6414,0.2596
Patch Management Only,1,2,30,7,13,0,0.474,0.2596
Patch Management Only,1,3,28,9,13,0,0.3666,0.2596
Patch Management Only,1,4,27,10,13,0,0.2941,0.2596
Patch Management Only,1,5,27,9,13,1,0.2412,0.2596
Patch Management Only,1,6,27,7,13,3,0.2006,0.2596
Patch Management Only,1,7,27,7,13,3,0.173,0.2596
Patch Management Only,1,8,27,7,13,3,0.1515,0.2596
Patch Management Only,1,9,27,7,13,3,0.1344,0.2596
Patch Management Only,1,10,27,7,13,3,0.1207,0.2596
Patch Management Only,1,11,27,7,13,3,0.1095,0.2596
Patch Management Only,1,12,26,8,13,3,0.1003,0.2596
Patch Management Only,1,13,26,8,13,3,0.0927,0.2596
Patch Management Only,1,14,26,8,13,3,0.0864,0.2596
Patch Management Only,1,15,26,8,13,3,0.0811,0.2596
Patch Management Only,1,16,26,8,13,3,0.0767,0.2596
Patch Management Only,1,17,26,8,13,3,0.0729,0.2596
Patch Management Only,1,18,26,7,13,4,0.0682,0.2596
Patch Management Only,1,19,26,7,13,4,0.0658,0.2596
Patch Management Only,1,20,26,6,13,5,0.0621,0.2596
Patch Management Only,1,21,26,6,13,5,0.0606,0.2596
Patch Management Only,1,22,26,5,13,6,0.0584,0.2596
Patch Management Only,1,23,26,4,13,7,0.0559,0.2596
Patch Management Only,1,24,26,4,13,7,0.0553,0.2596
Patch Management Only,1,25,26,4,13,7,0.0548,0.2596
Patch Management Only,1,26,26,4,13,7,0.0543,0.2596
Patch Management Only,1,27,26,4,13,7,0.0539,0.2596
Patch Management Only,1,28,26,3,13,8,0.052,0.2596
Patch Management Only,1,29,26,3,13,8,0.0518,0.2596
Patch Management Only,1,30,26,3,13,8,0.0517,0.2596
Patch Management Only,1,31,26,2,13,9,0.0508,0.2596
Patch Management Only,1,32,26,2,13,9,0.0509,0.2596
Patch Management Only,1,33,26,2,13,9,0.051,0.2596
Patch Management Only,1,34,26,2,13,9,0.051,0.2596
Patch Management Only,1,35,26,2,13,9,0.051,0.2596
Patch Management Only,1,36,26,2,13,9,0.051,0.2596
Patch Management Only,1,37,26,2,13,9,0.051,0.2596
Patch Management Only,1,38,26,2,13,9,0.051,0.2596
Patch Management Only,1,39,26,2,13,9,0.051,0.2596
Patch Management Only,1,40,26,2,13,9,0.0509,0.2596
Patch Management Only,1,41,26,2,13,9,0.0509,0.2596
Patch Management Only,1,42,26,2,13,9,0.0509,0.2596
Patch Management Only,1,43,26,2,13,9,0.0509,0.2596
Patch Management Only,1,44,26,1,13,10,0.0492,0.2596
Patch Management Only,1,45,26,1,13,10,0.0493,0.2596
Patch Management Only,1,46,26,1,13,10,0.0494,0.2596
Patch Management Only,1,47,26,1,13,10,0.0495,0.2596
Patch Management Only,1,48,26,1,13,10,0.0496,0.2596
Patch Management Only,1,49,26,1,13,10,0.0497,0.2596
Patch Management Only,1,50,26,1,13,10,0.0497,0.2596
Patch Management Only,1,51,26,1,13,10,0.0498,0.2596
Patch Management Only,1,52,26,1,13,10,0.0498,0.2596
Patch Management Only,1,53,26,1,13,10,0.0499,0.2596
Patch Management Only,1,54,26,1,13,10,0.0499,0.2596
Patch Management Only,1,55,26,1,13,10,0.05,0.2596
Patch Management Only,1,56,26,1,13,10,0.05,0.2596
Patch Management Only,1,57,26,0,13,11,0.0486,0.2596
Patch Management Only,1,58,26,0,13,11,0.0489,0.2596
Patch Management Only,1,59,26,0,13,11,0.0491,0.2596
Patch Management Only,1,60,26,0,13,11,0.0492,0.2596
Patch Management Only,1,61,26,0,13,11,0.0494,0.2596
Patch Management Only,1,62,26,0,13,11,0.0495,0.2596
Patch Management Only,1,63,26,0,13,11,0.0496,0.2596
Patch Management Only,1,64,26,0,13,11,0.0497,0.2596
Patch Management Only,1,65,26,0,13,11,0.0498,0.2596
Patch Management Only,1,66,26,0,13,11,0.0499,0.2596
Patch Management Only,1,67,26,0,13,11,0.05,0.2596
Patch Management Only,1,68,26,0,13,11,0.05,0.2596
Patch Management Only,1,69,26,0,13,11,0.0501,0.2596
Patch Management Only,1,70,26,0,13,11,0.0501,0.2596
Patch Management Only,1,71,26,0,13,11,0.0501,0.2596
Patch Management Only,1,72,26,0,13,11,0.0502,0.2596
Patch Management Only,1,73,26,0,13,11,0.0502,0.2596
Patch Management Only,1,74,26,0,13,11,0.0502,0.2596
Patch Management Only,1,75,26,0,13,11,0.0503,0.2596
Patch Management Only,1,76,26,0,13,11,0.0503,0.2596
Patch Management Only,1,77,26,0,13,11,0.0503,0.2596
Patch Management Only,1,78,26,0,13,11,0.0503,0.2596
Patch Management Only,1,79,26,0,13,11,0.0503,0.2596
Patch Management Only,1,80,26,0,13,11,0.0503,0.2596
Patch Management Only,1,81,26,0,13,11,0.0503,0.2596
Patch Management Only,1,82,26,0,13,11,0.0504,0.2596
Patch Management Only,1,83,26,0,13,11,0.0504,0.2596
Patch Management Only,1,84,26,0,13,11,0.0504,0.2596
Patch Management Only,1,85,26,0,13,11,0.0504,0.2596
Patch Management Only,1,86,26,0,13,11,0.0504,0.2596
Patch Management Only,1,87,26,0,13,11,0.0504,0.2596
Patch Management Only,1,88,26,0,13,11,0.0504,0.2596
Patch Management Only,1,89,26,0,13,11,0.0504,0.2596
Patch Management Only,1,90,26,0,13,11,0.0504,0.2596
Patch Management Only,1,91,26,0,13,11,0.0504,0.2596
Patch Management Only,1,92,26,0,13,11,0.0504,0.2596
Patch Management Only,1,93,26,0,13,11,0.0504,0.2596
Patch Management Only,1,94,26,0,13,11,0.0504,0.2596
Patch Management Only,1,95,26,0,13,11,0.0504,0.2596
Patch Management Only,1,96,26,0,13,11,0.0504,0.2596
Patch Management Only,1,97,26,0,13,11,0.0504,0.2596
Patch Management Only,1,98,26,0,13,11,0.0504,0.2596
Patch Management Only,1,99,26,0,13,11,0.0504,0.2596
Patch Management Only,1,100,26,0,13,11,0.0504,0.2596
Patch Management Only,1,101,26,0,13,11,0.0504,0.2596
Patch Management Only,1,102,26,0,13,11,0.0504,0.2596
Patch Management Only,1,103,26,0,13,11,0.0504,0.2596
Patch Management Only,1,104,26,0,13,11,0.0504,0.2596
Patch Management Only,1,105,26,0,13,11,0.0504,0.2596
Patch Management Only,1,106,26,0,13,11,0.0504,0.2596
Patch Management Only,1,107,26,0,13,11,0.0504,0.2596
Patch Management Only,1,108,26,0,13,11,0.0504,0.2596
Patch Management Only,1,109,26,0,13,11,0.0504,0.2596
Patch Management Only,1,110,26,0,13,11,0.0504,0.2596
Patch Management Only,1,111,26,0,13,11,0.0504,0.2596
Patch Management Only,1,112,26,0,13,11,0.0504,0.2596
Patch Management Only,1,113,26,0,13,11,0.0504,0.2596
Patch Management Only,1,114,26,0,13,11,0.0504,0.2596
Patch Management Only,1,115,26,0,13,11,0.0504,0.2596
Patch Management Only,1,116,26,0,13,11,0.0504,0.2596
Patch Management Only,1,117,26,0,13,11,0.0504,0.2596
Patch Management Only,1,118,26,0,13,11,0.0504,0.2596
Patch Management Only,1,119,26,0,13,11,0.0504,0.2596
Patch Management Only,1,120,26,0,13,11,0.0504,0.2596
Patch Management Only,1,121,26,0,13,11,0.0504,0.2596
Patch Management Only,1,122,26,0,13,11,0.0504,0.2596
Patch Management Only,1,123,26,0,13,11,0.0504,0.2596
Patch Management Only,1,124,26,0,13,11,0.0504,0.2596
Patch Management Only,1,125,26,0,13,11,0.0504,0.2596
Patch Management Only,1,126,26,0,13,11,0.0504,0.2596
Patch Management Only,1,127,26,0,13,11,0.0504,0.2596
Patch Management Only,1,128,26,0,13,11,0.0504,0.2596
Patch Management Only,1,129,26,0,13,11,0.0504,0.2596
Patch Management Only,1,130,26,0,13,11,0.0504,0.2596
Patch Management Only,1,131,26,0,13,11,0.0504,0.2596
Patch Management Only,1,132,26,0,13,11,0.0504,0.2596
Patch Management Only,1,133,26,0,13,11,0.0504,0.2596
Patch Management Only,1,134,26,0,13,11,0.0504,0.2596
Patch Management Only,1,135,26,0,13,11,0.0504,0.2596
Patch Management Only,1,136,26,0,13,11,0.0504,0.2596
Patch Management Only,1,137,26,0,13,11,0.0504,0.2596
Patch Management Only,1,138,26,0,13,11,0.0504,0.2596
Patch Management Only,1,139,26,0,13,11,0.0504,0.2596
Patch Management Only,1,140,26,0,13,11,0.0504,0.2596
Patch Management Only,1,141,26,0,13,11,0.0504,0.2596
Patch Management Only,1,142,26,0,13,11,0.0504,0.2596
Patch Management Only,1,143,26,0,13,11,0.0504,0.2596
Patch Management Only,1,144,26,0,13,11,0.0504,0.2596
Patch Management Only,1,145,26,0,13,11,0.0504,0.2596
Patch Management Only,1,146,26,0,13,11,0.0504,0.2596
Patch Management Only,1,147,26,0,13,11,0.0504,0.2596
Patch Management Only,1,148,26,0,13,11,0.0504,0.2596
Patch Management Only,1,149,26,0,13,11,0.0504,0.2596
Patch Management Only,1,150,26,0,13,11,0.0504,0.2596
Patch Management Only,1,151,26,0,13,11,0.0504,0.2596
Patch Management Only,1,152,26,0,13,11,0.0504,0.2596
Patch Management Only,1,153,26,0,13,11,0.0504,0.2596
Patch Management Only,1,154,26,0,13,11,0.0504,0.2596
Patch Management Only,1,155,26,0,13,11,0.0504,0.2596
Patch Management Only,1,156,26,0,13,11,0.0504,0.2596
Patch Management Only,1,157,26,0,13,11,0.0504,0.2596
Patch Management Only,1,158,26,0,13,11,0.0504,0.2596
Patch Management Only,1,159,26,0,13,11,0.0504,0.2596
Patch Management Only,1,160,26,0,13,11,0.0504,0.2596
Patch Management Only,1,161,26,0,13,11,0.0504,0.2596
Patch Management Only,1,162,25,0,13,12,0.0492,0.2596
Patch Management Only,1,163,25,0,13,12,0.0494,0.2596
Patch Management Only,1,164,25,0,13,12,0.0496,0.2596
Patch Management Only,1,165,25,0,13,12,0.0497,0.2596
Patch Management Only,1,166,25,0,13,12,0.0498,0.2596
Patch Management Only,1,167,25,0,13,12,0.0499,0.2596
Patch Management Only,1,168,25,0,13,12,0.05,0.2596
Patch Management Only,1,169,25,0,13,12,0.0501,0.2596
Patch Management Only,1,170,25,0,13,12,0.0501,0.2596
Patch Management Only,1,171,25,0,13,12,0.0502,0.2596
Patch Management Only,1,172,25,0,13,12,0.0502,0.2596
Patch Management Only,1,173,25,0,13,12,0.0503,0.2596
Patch Management Only,1,174,25,0,13,12,0.0503,0.2596
Patch Management Only,1,175,25,0,13,12,0.0503,0.2596
Patch Management Only,1,176,25,0,13,12,0.0503,0.2596
Patch Management Only,1,177,25,0,13,12,0.0503,0.2596
Patch Management Only,1,178,25,0,13,12,0.0504,0.2596
Patch Management Only,1,179,25,0,13,12,0.0504,0.2596
Patch Management Only,1,180,25,0,13,12,0.0504,0.2596
Patch Management Only,1,181,25,0,13,12,0.0504,0.2596
Patch Management Only,1,182,25,0,13,12,0.0504,0.2596
Patch Management Only,1,183,25,0,13,12,0.0504,0.2596
Patch Management Only,1,184,25,0,13,12,0.0504,0.2596
Patch Management Only,1,185,25,0,13,12,0.0504,0.2596
Patch Management Only,1,186,25,0,13,12,0.0504,0.2596
Patch Management Only,1,187,25,0,13,12,0.0504,0.2596
Patch Management Only,1,188,25,0,13,12,0.0504,0.2596
Patch Management Only,1,189,25,0,13,12,0.0504,0.2596
Patch Management Only,1,190,25,0,13,12,0.0504,0.2596
Patch Management Only,1,191,25,0,13,12,0.0504,0.2596
Patch Management Only,1,192,25,0,13,12,0.0504,0.2596
Patch Management Only,1,193,25,0,13,12,0.0504,0.2596
Patch Management Only,1,194,25,0,13,12,0.0504,0.2596
Patch Management Only,1,195,25,0,13,12,0.0504,0.2596
Patch Management Only,1,196,25,0,13,12,0.0504,0.2596
Patch Management Only,1,197,25,0,13,12,0.0504,0.2596
Patch Management Only,1,198,25,0,13,12,0.0504,0.2596
Patch Management Only,1,199,25,0,13,12,0.0504,0.2596
Patch Management Only,1,200,25,0,13,12,0.0504,0.2596
Patch Management Only,2,1,45,5,0,0,0.6065,0.2495
Patch Management Only,2,2,32,5,13,0,0.4484,0.2495
Patch Management Only,2,3,32,5,13,0,0.3487,0.2495
Patch Management Only,2,4,30,7,13,0,0.2823,0.2495
Patch Management Only,2,5,30,6,13,1,0.2342,0.2495
Patch Management Only,2,6,29,6,13,2,0.1986,0.2495
Patch Management Only,2,7,29,6,13,2,0.1732,0.2495
Patch Management Only,2,8,28,7,13,2,0.1533,0.2495
Patch Management Only,2,9,28,7,13,2,0.1375,0.2495
Patch Management Only,2,10,28,7,13,2,0.1246,0.2495
Patch Management Only,2,11,28,7,13,2,0.1141,0.2495
Patch Management Only,2,12,28,7,13,2,0.1053,0.2495
Patch Management Only,2,13,28,7,13,2,0.0981,0.2495
Patch Management Only,2,14,27,8,13,2,0.0919,0.2495
Patch Management Only,2,15,27,8,13,2,0.0868,0.2495
Patch Management Only,2,16,27,7,13,3,0.0808,0.2495
Patch Management Only,2,17,27,7,13,3,0.0773,0.2495
Patch Management Only,2,18,27,6,13,4,0.0726,0.2495
Patch Management Only,2,19,27,6,13,4,0.0702,0.2495
Patch Management Only,2,20,27,5,13,5,0.0674,0.2495
Patch Management Only,2,21,25,5,13,7,0.0635,0.2495
Patch Management Only,2,22,25,5,13,7,0.0626,0.2495
Patch Management Only,2,23,25,5,13,7,0.0618,0.2495
Patch Management Only,2,24,24,6,13,7,0.0611,0.2495
Patch Management Only,2,25,24,6,13,7,0.0604,0.2495
Patch Management Only,2,26,24,5,13,8,0.0587,0.2495
Patch Management Only,2,27,24,5,13,8,0.0584,0.2495
Patch Management Only,2,28,24,5,13,8,0.058,0.2495
Patch Management Only,2,29,24,5,13,8,0.0577,0.2495
Patch Management Only,2,30,24,5,13,8,0.0574,0.2495
Patch Management Only,2,31,24,4,13,9,0.056,0.2495
Patch Management Only,2,32,24,4,13,9,0.056,0.2495
Patch Management Only,2,33,24,4,13,9,0.0559,0.2495
Patch Management Only,2,34,24,4,13,9,0.0558,0.2495
Patch Management Only,2,35,24,4,13,9,0.0557,0.2495
Patch Management Only,2,36,24,3,13,10,0.0541,0.2495
Patch Management Only,2,37,24,3,13,10,0.0542,0.2495
Patch Management Only,2,38,24,2,13,11,0.0526,0.2495
Patch Management Only,2,39,24,2,13,11,0.0528,0.2495
Patch Management Only,2,40,24,2,13,11,0.053,0.2495
Patch Management Only,2,41,24,2,13,11,0.0531,0.2495
Patch Management Only,2,42,24,2,13,11,0.0533,0.2495
Patch Management Only,2,43,24,2,13,11,0.0534,0.2495
Patch Management Only,2,44,24,2,13,11,0.0534,0.2495
Patch Management Only,2,45,24,2,13,11,0.0535,0.2495
Patch Management Only,2,46,24,2,13,11,0.0536,0.2495
Patch Management Only,2,47,24,2,13,11,0.0536,0.2495
Patch Management Only,2,48,24,2,13,11,0.0537,0.2495
Patch Management Only,2,49,24,2,13,11,0.0537,0.2495
Patch Management Only,2,50,24,2,13,11,0.0537,0.2495
Patch Management Only,2,51,24,2,13,11,0.0538,0.2495
Patch Management Only,2,52,24,2,13,11,0.0538,0.2495
Patch Management Only,2,53,24,2,13,11,0.0538,0.2495
Patch Management Only,2,54,24,2,13,11,0.0538,0.2495
Patch Management Only,2,55,24,2,13,11,0.0538,0.2495
Patch Management Only,2,56,24,2,13,11,0.0539,0.2495
Patch Management Only,2,57,24,2,13,11,0.0539,0.2495
Patch Management Only,2,58,24,1,13,12,0.0523,0.2495
Patch Management Only,2,59,24,1,13,12,0.0525,0.2495
Patch Management Only,2,60,24,1,13,12,0.0526,0.2495
Patch Management Only,2,61,24,1,13,12,0.0528,0.2495
Patch Management Only,2,62,24,1,13,12,0.0529,0.2495
Patch Management Only,2,63,24,1,13,12,0.053,0.2495
Patch Management Only,2,64,24,1,13,12,0.0531,0.2495
Patch Management Only,2,65,24,1,13,12,0.0532,0.2495
Patch Management Only,2,66,24,1,13,12,0.0533,0.2495
Patch Management Only,2,67,24,1,13,12,0.0534,0.2495
Patch Management Only,2,68,24,1,13,12,0.0534,0.2495
Patch Management Only,2,69,24,1,13,12,0.0535,0.2495
Patch Management Only,2,70,24,1,13,12,0.0536,0.2495
Patch Management Only,2,71,24,1,13,12,0.0536,0.2495
Patch Management Only,2,72,24,1,13,12,0.0536,0.2495
Patch Management Only,2,73,24,1,13,12,0.0537,0.2495
Patch Management Only,2,74,24,1,13,12,0.0537,0.2495
Patch Management Only,2,75,24,1,13,12,0.0537,0.2495
Patch Management Only,2,76,24,1,13,12,0.0537,0.2495
Patch Management Only,2,77,24,0,13,13,0.0522,0.2495
Patch Management Only,2,78,24,0,13,13,0.0525,0.2495
Patch Management Only,2,79,24,0,13,13,0.0527,0.2495
Patch Management Only,2,80,24,0,13,13,0.0528,0.2495
Patch Management Only,2,81,24,0,13,13,0.053,0.2495
Patch Management Only,2,82,24,0,13,13,0.0531,0.2495
Patch Management Only,2,83,24,0,13,13,0.0532,0.2495
Patch Management Only,2,84,24,0,13,13,0.0533,0.2495
Patch Management Only,2,85,24,0,13,13,0.0534,0.2495
Patch Management Only,2,86,24,0,13,13,0.0534,0.2495
Patch Management Only,2,87,24,0,13,13,0.0535,0.2495
Patch Management Only,2,88,24,0,13,13,0.0536,0.2495
Patch Management Only,2,89,24,0,13,13,0.0536,0.2495
Patch Management Only,2,90,24,0,13,13,0.0537,0.2495
Patch Management Only,2,91,24,0,13,13,0.0537,0.2495
Patch Management Only,2,92,24,0,13,13,0.0537,0.2495
Patch Management Only,2,93,24,0,13,13,0.0537,0.2495
Patch Management Only,2,94,24,0,13,13,0.0538,0.2495
Patch Management Only,2,95,24,0,13,13,0.0538,0.2495
Patch Management Only,2,96,24,0,13,13,0.0538,0.2495
Patch Management Only,2,97,24,0,13,13,0.0538,0.2495
Patch Management Only,2,98,24,0,13,13,0.0538,0.2495
Patch Management Only,2,99,24,0,13,13,0.0538,0.2495
Patch Management Only,2,100,24,0,13,13,0.0539,0.2495
Patch Management Only,2,101,24,0,13,13,0.0539,0.2495
Patch Management Only,2,102,24,0,13,13,0.0539,0.2495
Patch Management Only,2,103,24,0,13,13,0.0539,0.2495
Patch Management Only,2,104,24,0,13,13,0.0539,0.2495
Patch Management Only,2,105,24,0,13,13,0.0539,0.2495
